Gene,Ensembl ID,Gene Description,Synonym,OMIM ID,Functio l Summary from Literature,Ciliary Localization,Reference,Protein complexes,Gene annotation
TMEM252,ENSG00000181778,transmembrane protein 252 [Source:HGNC Symbol;Acc:HGNC:28537],MGC34760; C9ORF71,NA,TMEM252 has localized in cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
TNRC6A,ENSG00000090905,trinucleotide repeat containing adaptor 6A [Source:HGNC Symbol;Acc:HGNC:11969],CAGH26; KIAA1460; GW182; TNRC6,610739,"Two statio ry GW/P bodies reside at the centrosome in human malig nt cells [18653466] raises the possibility that miR  could potentially be located at the centrosome in GW/P bodies and may play a role in posttranscriptio l regulation of mR  involved in centrosome functions including primary ciliogenesis. Two GW/P bodies as marked by GW182 and hAgo2 colocalized to the basal body of primary human astrocytes as well as human synoviocytes during interphase and specifically with the distal end of the basal body in the pericentriolar region. knock down of GW182, hAgo2, Drosha and DGCR8 mR  did not affect the appearance of the earliest stage of ciliogenesis but did prevent the formation and elongation of the ciliary axoneme(21880135).",basal body,"18653466 , 21880135",NA,NA
TOLLIP,ENSG00000078902; ENSG00000291426,toll interacting protein [Source:HGNC Symbol;Acc:HGNC:16476],IL-1RACPIP,606277,TOLLIP accumulates in cilia of ARL6-depleted cells (37019113).,cilia,3.7019113E7,NA,NA
TOM1,ENSG00000100284,target of myb1 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11982],NA,604700,Chlamydomo s TOM1 is required for the removal of ubiquiti ted proteins from cilia(37019113).,cilia,3.7019113E7,NA,NA
TOM1L2,ENSG00000175662,target of myb1 like 2 membrane trafficking protein [Source:HGNC Symbol;Acc:HGNC:11984],NA,615519,The K63-linked ubiquitin chains reader Target of Myb1-like 2 (TOM1L2) directly binds to the BBSome. Targeted disruption of the BBSome-TOM1L2 interaction blocks G protein-coupled receptor exits from cilia(37019113).,cilia,3.7019113E7,NA,NA
TOPAZ1,ENSG00000173769,testis and ovary specific TOPAZ 1 [Source:HGNC Symbol;Acc:HGNC:24746],C3ORF77; FLJ36157,614412,TOPAZ1 localized to flagella (25613900),flagella,2.56139E7,NA,NA
TP53I11,ENSG00000175274,tumor protein p53 inducible protein 11 [Source:HGNC Symbol;Acc:HGNC:16842],PIG11,617867,TP53I11 has localized in flagella.,flagella,https://www.proteinatlas.org/,NA,NA
TP63,ENSG00000073282,tumor protein p63 [Source:HGNC Symbol;Acc:HGNC:15979],P63; P51; P40; TP53CP; P53CP; P73H; OFC8; TP53L; KET; TP73L; P73L; EEC3; SHFM4; NBP,603273,"螖N-Tp63 mediates Wnt/尾-catenin-induced inhibition of differentiation in basal stem cells of mucociliary epithelia, and TP63 is co-localized with acetylated-伪-tubulin in BCs in airway epithelia(31553905).",cilia,3.1553905E7,NA,Transcription factors; CellCycle DNARepair
TPD52,ENSG00000076554,tumor protein D52 [Source:HGNC Symbol;Acc:HGNC:12005],D52; HD52; N8L,604068,TPD52 has localized in cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
TPH1,ENSG00000129167,tryptophan hydroxylase 1 [Source:HGNC Symbol;Acc:HGNC:12008],TPH; TPRH,191060,"DAF-6/intraflagellar transport and the OCR-2/OSM-9 TRPV channel act in concert, regulating two layers of activation of tph-1 in the ADF neurons. The TRPV sig ling turns on tph-1 expression under favorable and aversive conditions, whereas i ctivation of DAF-6 by stress results in further upregulation of tph-1 independently of OCR-2/OSM-9 activity. tph-1 has expression in dendritic cilia of a pair of ADF serotonergic chemosensory neurons(19339602).",cilia,1.9339602E7,NA,NA
TPH2,ENSG00000139287,tryptophan hydroxylase 2 [Source:HGNC Symbol;Acc:HGNC:20692],NTPH; FLJ37295,607478,"DAF-6/intraflagellar transport and the OCR-2/OSM-9 TRPV channel act in concert, regulating two layers of activation of tph-1 in the ADF neurons. The TRPV sig ling turns on tph-1 expression under favorable and aversive conditions, whereas i ctivation of DAF-6 by stress results in further upregulation of tph-1 independently of OCR-2/OSM-9 activity. tph-1 has expression in dendritic cilia of a pair of ADF serotonergic chemosensory neurons(19339602).",cilia,1.9339602E7,NA,NA
TRAPPC12,ENSG00000171853; ENSG00000274891,trafficking protein particle complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:24284],TTC-15; CGI-87; TTC15,614139,"TRAPPIII components, TRAPPC8 and TRAPPC12, are in the cilium formation, and TRAPPIII regulates ciliogenesis via its interaction with a ciliopathy protein, OFD1. Depletion causes increased ciliary length because TRAPPC12 is required for the disassembly of primary cilia (32258032).",basal body,3.2258032E7,TRAPP complex oligomer,NA
TRAPPC13,ENSG00000113597,trafficking protein particle complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:25828],MGC48585; C5ORF44; FLJ13611,NA,TRAPPC13 and NPHP4 are highly enriched at the base of primary cilia(27514913).,"basal body,cilia",2.7514913E7,NA,NA
TRAPPC14,ENSG00000146826,trafficking protein particle complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:25604],C7ORF43; FLJ10925; MAP11,618350,"TRAPPC14 interacts with the distal appendage proteins Fas-binding factor 1 (FBF1) and centrosomal protein 83 (CEP83), which shows here are required for GFP-Rabin8 centrosomal accumulation, supporting a role for the TRAPPII complex in tethering preciliary vesicles to the mother basal body during ciliogenesis (31467083).TRAPPC14  localized to basal body (25613900)",basal body,"31467083 , 25613900",RAB3IP-TRAPP II complex,NA
TRAPPC8,ENSG00000153339,trafficking protein particle complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:29169],TRS85; GSG1; KIAA1012; HST2706,614136,"TRAPPIII components, TRAPPC8 and TRAPPC12, are in the cilium formation, and TRAPPIII regulates ciliogenesis via its interaction with a ciliopathy protein, OFD1. TRAPPC8 and OFD1 inhibit that between OFD1 and TRAPPC12 (32258032)",basal body,3.2258032E7,TRAPP complex oligomer,NA
TRIM46,ENSG00000163462,tripartite motif containing 46 [Source:HGNC Symbol;Acc:HGNC:19019],FLJ23229; TRIFIC,600986,TRIM46 localized at cilia,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,Ubiquitin Proteasome
TRIO,ENSG00000038382,trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303],ARHGEF23,601893,"TRIO has localized in ciliary tip, primary cilia.",cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
TRIP13,ENSG00000071539,thyroid hormone receptor interactor 13 [Source:HGNC Symbol;Acc:HGNC:12307],16E1BP,604507,TRIP13 has localized in flagella.,flagella,https://www.proteinatlas.org/,NA,NA
TRIP6,ENSG00000087077,thyroid hormone receptor interactor 6 [Source:HGNC Symbol;Acc:HGNC:12311],MGC10556; OIP1; ZRP-1; MGC4423; MGC3837; MGC10558; MGC29959,602933,"The requirement for homodimerization which doubles its interaction sites, its punctate localization along the axoneme, and its co-localization with other cilia components suggest a scaffold/co-transporter function for TRIP6 in cilia(34620853).",cilia,3.4620853E7,NA,NA
TRPC1,ENSG00000144935,transient receptor potential cation channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:12333],HTRP-1,602343,TRPP2 and TRPC1 assemble to form a heteromeric channel with biophysical properties and modes of activation distinct from that of the individual channels. One of the physiological roles of this new channel is to mediate G-protein-coupled receptor (GPCR)-induced conductance in  tive kidney epithelial cells(18323855).,cilia,1.8323855E7,NA,NA
TRPM3,ENSG00000083067,transient receptor potential cation channel subfamily M member 3 [Source:HGNC Symbol;Acc:HGNC:17992],LTRPC3; GON-2; KIAA1616,608961,primary cilia are required for the maximal osmotic response in re l epithelial cells and that TRPM3 is involved in this mechanism and coexpression with acetylated 伪-tubulin and 纬-tubulin(28122715).,basal body,2.8122715E7,NA,Cation channels
TRPM4,ENSG00000130529,transient receptor potential cation channel subfamily M member 4 [Source:HGNC Symbol;Acc:HGNC:17993],FLJ20041,606936,TRPM4 is likely to influence the apical Ca虏鈦,cilia,2.6290373E7,NA,Cation channels
TRPM5,ENSG00000070985,transient receptor potential cation channel subfamily M member 5 [Source:HGNC Symbol;Acc:HGNC:14323],MTR1; LTRPC5,604600,TRPM5-expressing OSNs that project axons to glomeruli in the ventral area of the main olfactory bulb are involved in processing of information from semiochemicals(17267604).,cilia,1.7267604E7,NA,Cation channels
TSGA10IP,ENSG00000175513,testis specific 10 interacting protein [Source:HGNC Symbol;Acc:HGNC:26555],FLJ32880; FAM161C,NA,TSGA10IP has localized in flagella.,flagella,https://www.proteinatlas.org/,NA,NA
TSSK1B,ENSG00000212122,testis specific serine ki se 1B [Source:HGNC Symbol;Acc:HGNC:14968],TSSK1; STK22D; SPOGA4; FKSG81,610709,"TSSK1B has localized in basal body, transition zone.","basal body, transition zone",https://doi.org/10.1101/2024.10.20.619273,NA,NA
TTC36,ENSG00000172425,tetratricopeptide repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:33708],HBP21,620701,TTC36 mainly interacted with IFT-A complex(25860617).,cilia,2.5860617E7,NA,NA
TTC39C,ENSG00000168234,tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595],HST2697; FLJ33761; C18ORF17,NA,"TTC39c has weak association with IFT144 and IFT139, two subunits of IFT-A(25860617). TTC39A/C and TMEM145 are localized to the cilia of sensory neurons in the head (amphid) and tail (phasmid) of C. elegans (38989623).",cilia,"25860617 , 38989623",NA,NA
TTC4,ENSG00000243725,tetratricopeptide repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12394],FLJ41930; CNS1; MGC5097,606753,TTC4 and TTC9c interacted specifically with BBS7 (25860617).,cilia,2.5860617E7,NA,NA
TTC9C,ENSG00000162222,tetratricopeptide repeat domain 9C [Source:HGNC Symbol;Acc:HGNC:28432],MGC29649,NA,TTC4 and TTC9c interacted specifically with BBS7 (25860617).,cilia,2.5860617E7,NA,NA
TTLL10,ENSG00000162571,tubulin tyrosine ligase like 10 [Source:HGNC Symbol;Acc:HGNC:26693],FLJ36119; TTLL5,NA,TTLL10 produces R-polygly-recognized microtubules when co-expressed with TTLL8(28576883).,cilia,2.8576883E7,NA,NA
TTLL11,ENSG00000175764,tubulin tyrosine ligase like 11 [Source:HGNC Symbol;Acc:HGNC:18113],C9ORF148; TTLL11-IT1; C9ORF20; BA244O19.1,620694,Ttll1p showed a chain-initiating activity and disruption of the TTLL1 and TTLL9 genes decreased the rates of cell multiplication and phagocytosis(18586949).,basal body,"18586949 , 17499049",NA,NA
TTLL12,ENSG00000100304,tubulin tyrosine ligase like 12 [Source:HGNC Symbol;Acc:HGNC:28974],KIAA0153,619410,"TTLL12 localizes to the base of primary cilia and is required for cilia formation in polarized re l epithelial cells. TTLL12 directly binds to the 伪/尾-tubulin heterodimer in vitro and regulates microtubule dy mics, stability, and post-translatio l modifications (PTMs)(37546873).","basal body,cilia",3.7546873E7,NA,NA
TTLL13,ENSG00000213471,tubulin tyrosine ligase like 13 [Source:HGNC Symbol;Acc:HGNC:32484],MGC33417; TTLL13P; FLJ46079,620485,TTLL13 has localized in basal body.,basal body,https://doi.org/10.1101/2024.10.20.619273,NA,NA
TTLL4,ENSG00000135912,tubulin tyrosine ligase like 4 [Source:HGNC Symbol;Acc:HGNC:28976],KIAA0173,618738,TTLL4 is present in cilia and in some cells also at the basal bodies (17499049).,"basal body, cilia",1.8586949E7,NA,NA
TTLL7,ENSG00000137941,tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242],FLJ23033,618813,TTLL7 localize to both basal bodies and cilia(17499049).,"basal body, cilia",1.8586949E7,NA,NA
TUBA1B,ENSG00000123416,tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809],K-ALPHA-1,602530,TUBA1B has localized in primary cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
TUBA3C,ENSG00000198033,tubulin alpha 3c [Source:HGNC Symbol;Acc:HGNC:12408],BA408E5.3; TUBA2,602528,TUBA3C has localized in primary cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
TUBA3D,ENSG00000075886,tubulin alpha 3d [Source:HGNC Symbol;Acc:HGNC:24071],H2-ALPHA,617878,TUBA3D has localized in primary cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
TUBA3E,ENSG00000292120; ENSG00000152086,tubulin alpha 3e [Source:HGNC Symbol;Acc:HGNC:20765],NA,619918,TUBA3E has localized in primary cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
TUBB,ENSG00000224156; ENSG00000227739; ENSG00000229684; ENSG00000235067; ENSG00000196230; ENSG00000232421; ENSG00000183311; ENSG00000232575,tubulin beta class I [Source:HGNC Symbol;Acc:HGNC:20778],MGC16435; OK/SW-CL.56; M40; TUBB5,191130,TUBB has localized in basal body.,"cilia,basal body",https://doi.org/10.1101/2024.10.20.619273,NA,NA
TUBB1,ENSG00000101162,tubulin beta 1 class VI [Source:HGNC Symbol;Acc:HGNC:16257],DJ543J19.4,612901,TUBB1 has localized in basal body.,"cilia,basal body",https://doi.org/10.1101/2024.10.20.619273,NA,NA
TUBB4A,ENSG00000104833,tubulin beta 4A class IVa [Source:HGNC Symbol;Acc:HGNC:20774],TUBB4; DYT4; BETA-5,602662,"Tubb4 protein, Tubb4a and Tubb4b, is localized to cilia in multiple lineages of multi-ciliated cells (MCCs) (38031972).",cilia,3.8031972E7,NA,NA
TUBB6,ENSG00000176014,tubulin beta 6 class V [Source:HGNC Symbol;Acc:HGNC:20776],HST1601; MGC4083,615103,TUBB6 has localized in basal body.,"cilia,basal body",https://doi.org/10.1101/2024.10.20.619273,NA,NA
TUBB8,ENSG00000261456,tubulin beta 8 class VIII [Source:HGNC Symbol;Acc:HGNC:20773],BA631M21.2,616768,TUBB8 has localized in basal body.,"cilia,basal body",https://doi.org/10.1101/2024.10.20.619273,NA,NA
TUBB8B,ENSG00000173213,tubulin beta 8B [Source:HGNC Symbol;Acc:HGNC:24983],TUBB8P12,NA,TUBB8B has localized in cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
TUBG1,ENSG00000131462,tubulin gamma 1 [Source:HGNC Symbol;Acc:HGNC:12417],TUBG; TUBGCP1,191135,TUBG1 has localized in flagella.,flagella,https://www.proteinatlas.org/,Gamma-tubulin complex,NA
TUBG2,ENSG00000037042,tubulin gamma 2 [Source:HGNC Symbol;Acc:HGNC:12419],NA,605785,TUBG2 has localized in flagella.,flagella,https://www.proteinatlas.org/,NA,NA
UBE2A,ENSG00000077721,ubiquitin conjugating enzyme E2 A [Source:HGNC Symbol;Acc:HGNC:12472],HHR6A; RAD6A; UBC2; HR6A,312180,UBE2A localized to flagella (25613900),flagella,2.56139E7,NA,Ubiquitin Proteasome
UBE2B,ENSG00000119048,ubiquitin conjugating enzyme E2 B [Source:HGNC Symbol;Acc:HGNC:12473],HHR6B; UBC2; RAD6B,179095,UBE2B localized to flagella (25613900),flagella,2.56139E7,NA,Ubiquitin Proteasome
UBE2E1,ENSG00000170142,ubiquitin conjugating enzyme E2 E1 [Source:HGNC Symbol;Acc:HGNC:12477],UBCH6,602916,Correct 尾-catenin levels are tightly regulated at the primary cilium by a ciliary-specific E2 (UBE2E1) and a regulatory substrate-adaptor (MKS1)(35170427).,basal body,3.5170427E7,NA,Ubiquitin Proteasome
UBE2L3,ENSG00000185651,ubiquitin conjugating enzyme E2 L3 [Source:HGNC Symbol;Acc:HGNC:12488],UBCH7,603721,Ube2l3 must be localized to cilia to function in regulating the ciliary levels of Smo (34161574).,cilia,3.4161574E7,NA,Ubiquitin Proteasome
UBE2L5,ENSG00000236444,ubiquitin conjugating enzyme E2 L5 [Source:HGNC Symbol;Acc:HGNC:13477],UBE2L5P,NA,UBE2L5 has localized in cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,Ubiquitin Proteasome
UBL3,ENSG00000122042,ubiquitin like 3 [Source:HGNC Symbol;Acc:HGNC:12504],HCG-1; PNSC1; DKFZP434K151; FLJ32018,604711,"NIM1K and UBL3 localize inside the cilium in a prenylation-dependent manner and UBL3 also localizes in vesicle-like structures around the base of the cilium. Through affinity proteomics of UBL3, it confirmed its strong interaction with PDE6D and its association with proteins that regulate small extracellular vesicles (sEVs) and ciliogenesis (36672247).","cilia , basal body",3.6672247E7,NA,NA
UBR4,ENSG00000127481,ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313],ZUBR1; RBAF600; P600; KIAA0462; KIAA1307,609890,"UBR4 has localized in basal body,flagella.","basal body,flagella",https://www.proteinatlas.org/,NA,Ubiquitin Proteasome
UFSP2,ENSG00000109775,UFM1 specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:25640],FLJ11200; C4ORF20,611482,"A subset of these receptors, such as ODR-10, requires the odr-4 and odr-8 genes to be appropriately localized to sensory cilia (24603482)",cilia,2.4603482E7,NA,NA
UGGT1,ENSG00000136731,UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663],HUGT1; UGCGL1,605897,UGGT1 localized at cilia,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
UGT2A1,ENSG00000173610,UDP glucuronosyltransferase family 2 member A1 complex locus [Source:HGNC Symbol;Acc:HGNC:12542],NA,604716,"Treatment of the OE with beta-glucuronidase, an enzyme which counterbalance the UGTs activity, increased the response to eugenol which is a strong odorant UGT substrate(33765098).",cilia,3.3765098E7,NA,NA
UNC119,ENSG00000109103,unc-119 lipid binding chaperone [Source:HGNC Symbol;Acc:HGNC:12565],HRG4; POC7A; POC7,604011,"UNC119 bound T伪-GTP, inhibiting its GTPase activity, thereby providing a stable UNC119鈥揟伪-GTP complex capable of diffusing from the inner segment back to the outer segment after light-induced translocation. UNC119 is a G伪 subunit cofactor essential for G protein trafficking in sensory cilia(21642972). nphp-2 (the C. elegans Inversin homolog) and the doublet region genes arl-13, klp-11, and unc-119 are redundantly required for ciliogenesis(25501555).",cilia,"21642972 , 25501555",NA,NA
UNC119B,ENSG00000175970,unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488],MGC5139; POC7B,620513,ARL3 effector UNC119 as a binding partner of the myristoylated ciliopathy protein nephrocystin-3 (NPHP3). Binding of ARL3-GTP serves to release myristoylated cargo from UNC119.,cilia,2.2085962E7,NA,NA
USP11,ENSG00000102226,ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609],UHX1,300050,USP11 staining was observed in the cytoplasm and cilia(31835165).,cilia,3.1835165E7,NA,Ubiquitin Proteasome
USP21,ENSG00000143258,ubiquitin specific peptidase 21 [Source:HGNC Symbol;Acc:HGNC:12620],USP16; USP23,604729,"Loss of USP21 leads to the proteasomal degradation of DPYSL2 and causes a significant reduction in its centrosome abundance, ultimately resulting in ciliary defects (40619097). ",basal body,4.0619097E7,NA,Ubiquitin Proteasome
USP33,ENSG00000077254,ubiquitin specific peptidase 33 [Source:HGNC Symbol;Acc:HGNC:20059],VDU1; KIAA1097,615146,"USP33 interacts with CP110 and localizes to centrioles primarily in S and G2/M phases, the periods during which centrioles duplicate and elongate(23486064).",basal body,2.3486064E7,NA,Ubiquitin Proteasome
USP4,ENSG00000114316,ubiquitin specific peptidase 4 [Source:HGNC Symbol;Acc:HGNC:12627],UNP; UNPH,603486,USP4 has localized in basal body.,basal body,https://doi.org/10.1101/2024.10.20.619273,NA,Ubiquitin Proteasome
USP48,ENSG00000090686,ubiquitin specific peptidase 48 [Source:HGNC Symbol;Acc:HGNC:18533],FLJ23277; MGC14879; USP31; FLJ11328; FLJ23054; FLJ20103,617445,"Endogenous USP48 localises to the basal body in reti l cells and provide data that supports the function of USP48 in the photoreceptor cilium. USP48 interacts with the IRD-associated proteins ARL3 and UNC119a, and stabilise their protein levels using different mechanisms.",basal body,3.629338E7,NA,Ubiquitin Proteasome
UTRN,ENSG00000152818,utrophin [Source:HGNC Symbol;Acc:HGNC:12635],DRP1; DRP; DMDL,128240,"UTRN has localized in ciliary tip, basal body, transition zone.","cilia, basal body, transition zone",https://doi.org/10.1101/2024.10.20.619273,NA,NA
UXT,ENSG00000126756,ubiquitously expressed prefoldin like chaperone [Source:HGNC Symbol;Acc:HGNC:12641],STAP1; ART-27; SKP2,300234,"UXT has localized in basal body, transition zone.","basal body, transition zone",https://doi.org/10.1101/2024.10.20.619273,NA,NA
